존타입,존ID,존이름,레벨범위,몬스터NPC_ID,몬스터이름,몬스터레벨,몬스터HP,드롭아이템ID,드롭아이템이름,아이템종류,아이템분류,스탯,클래스,특수효과,드롭확률,드롭확률(%),최소수량,최대수량
던전,dg_23,글루디오 지하 감옥,6~50,45223,버그 베어,22,250,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,46,359
던전,dg_23,글루디오 지하 감옥,6~50,45298,킹 버그 베어,30,400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,153,254
던전,dg_23,글루디오 지하 감옥,6~50,45392,상급 버그 베어,37,300,,(드롭 없음),,,,,,,,,
던전,dg_23,글루디오 지하 감옥,6~50,45509,상급 킹 버그 베어,45,480,,(드롭 없음),,,,,,,,,
던전,dg_23,글루디오 지하 감옥,6~50,45241,켈베로스,24,120,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,102,173
던전,dg_23,글루디오 지하 감옥,6~50,46000,피의 강령 술사,50,1300,a_20129,신관의 로브,방어구,갑옷,AC-6,W,"안전+6, HP10, MPR5, Lv40~",0.005,0.5%,1,1
던전,dg_23,글루디오 지하 감옥,6~50,46000,피의 강령 술사,50,1300,a_20175,수정 장갑,방어구,장갑,AC-3,K,"안전+4, 물저항4",0.001,0.1%,1,1
던전,dg_23,글루디오 지하 감옥,6~50,45996,암흑 마법사,50,430,,(드롭 없음),,,,,,,,,
던전,dg_23,글루디오 지하 감옥,6~50,99268,시련의 굴,16,110,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,100,500
던전,dg_49,개미 굴,12~40,45115,거대 개미,12,90,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,33,65
던전,dg_49,개미 굴,12~40,45190,거대 병정 개미,20,150,,(드롭 없음),,,,,,,,,
던전,dg_49,개미 굴,12~40,45947,거대 흰 개미,28,380,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,55,85
던전,dg_49,개미 굴,12~40,45948,거대 강화 개미,31,440,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,60,90
던전,dg_49,개미 굴,12~40,45950,거대 돌격 개미,37,640,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,75,110
던전,dg_49,개미 굴,12~40,45951,거대 산성 개미,40,740,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,85,115
던전,dg_49,개미 굴,12~40,45946,흰 개미 무리,25,300,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,50,80
던전,dg_49,개미 굴,12~40,45949,산성 개미 무리,25,300,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,65,100
던전,dg_70,용의계곡 동굴,13~57,45393,서큐버스,37,400,,(드롭 없음),,,,,,,,,
던전,dg_70,용의계곡 동굴,13~57,45451,서큐버스 퀸,41,500,,(드롭 없음),,,,,,,,,
던전,dg_70,용의계곡 동굴,13~57,45550,흑 장로,50,1500,,(드롭 없음),,,,,,,,,
던전,dg_70,용의계곡 동굴,13~57,46181,상급 흑 장로,57,1137,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_70,용의계곡 동굴,13~57,45308,무리 안,32,380,transform_scroll,변신주문서,소비,주문서,,KEW,,0.05,5%,1,1
던전,dg_70,용의계곡 동굴,13~57,45308,무리 안,32,380,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,153,254
던전,dg_70,용의계곡 동굴,13~57,45269,해골 근위병,27,270,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,70,210
던전,dg_70,용의계곡 동굴,13~57,45270,해골 저격병,27,250,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,70,210
던전,dg_70,용의계곡 동굴,13~57,45286,해골 돌격 병,29,280,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,70,210
던전,dg_70,용의계곡 동굴,13~57,45130,해골 도끼 병,13,90,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,37,72
던전,dg_70,용의계곡 동굴,13~57,45206,파이어 에그,25,120,transform_scroll,변신주문서,소비,주문서,,KEW,,0.3,30%,1,1
던전,dg_70,용의계곡 동굴,13~57,45206,파이어 에그,25,120,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,40,150
던전,dg_70,용의계곡 동굴,13~57,45365,라바 골렘,35,600,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,80,450
던전,dg_70,용의계곡 동굴,13~57,45372,아이언 골렘,35,650,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,205,336
던전,dg_70,용의계곡 동굴,13~57,46171,정예 아이언 골렘,51,910,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_70,용의계곡 동굴,13~57,46125,상급 아이언 골렘,43,566,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,80,150
던전,dg_70,용의계곡 동굴,13~57,45381,바실리스크,36,800,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,217,353
던전,dg_70,용의계곡 동굴,13~57,45531,상급 바실리스크,48,800,,(드롭 없음),,,,,,,,,
던전,dg_70,용의계곡 동굴,13~57,45420,사이클롭스,40,800,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,265,429
던전,dg_70,용의계곡 동굴,13~57,45538,상급 사이클롭스,50,880,,(드롭 없음),,,,,,,,,
던전,dg_0,기란 감옥,15~55,45912,원한에 찬 병사 유령,15,240,,(드롭 없음),,,,,,,,,
던전,dg_0,기란 감옥,15~55,45913,상급 원한에 찬 병사 유령,20,330,,(드롭 없음),,,,,,,,,
던전,dg_0,기란 감옥,15~55,45914,원한에 찬 남자 유령,22,350,,(드롭 없음),,,,,,,,,
던전,dg_0,기란 감옥,15~55,45915,상급 원한에 찬 남자 유령,25,420,,(드롭 없음),,,,,,,,,
던전,dg_0,기란 감옥,15~55,45916,원한에 찬 하멜 장군,35,800,,(드롭 없음),,,,,,,,,
던전,dg_0,기란 감옥,15~55,46168,페이퍼 맨,50,800,transform_scroll,변신주문서,소비,주문서,,KEW,,0.1,10%,1,1
던전,dg_0,기란 감옥,15~55,46168,페이퍼 맨,50,800,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_0,기란 감옥,15~55,46169,미믹,50,1250,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_0,기란 감옥,15~55,46172,젤라틴 큐브,52,946,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_0,기란 감옥,15~55,46173,리빙 아머,53,983,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_0,기란 감옥,15~55,46174,상급 리빙 아머,54,1021,a_20230,붉은 기사의 방패,방어구,방패,AC-2,K,"안전+6, Lv30~",0.01,1%,1,1
던전,dg_0,기란 감옥,15~55,46174,상급 리빙 아머,54,1021,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_0,기란 감옥,15~55,46175,댄싱 소드,55,1059,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_309,다크엘프 침공로,20~41,45901,다크 엘프 패잔병,28,252,__GOLD__,아데나(골드),재화,골드,,KEW,,0.8,80%,50,400
던전,dg_309,다크엘프 침공로,20~41,45902,상급 다크 엘프 패잔병,29,261,__GOLD__,아데나(골드),재화,골드,,KEW,,0.8,80%,50,400
던전,dg_309,다크엘프 침공로,20~41,45903,상급 다크 엘프 패잔병,29,290,a_20224,라스타바드 라운드 실드,방어구,방패,AC-2,KE,안전+4,0.001,0.1%,1,1
던전,dg_309,다크엘프 침공로,20~41,45903,상급 다크 엘프 패잔병,29,290,__GOLD__,아데나(골드),재화,골드,,KEW,,0.8,80%,50,400
던전,dg_309,다크엘프 침공로,20~41,45904,정예 다크 엘프 패잔병,30,300,__GOLD__,아데나(골드),재화,골드,,KEW,,0.8,80%,50,400
던전,dg_309,다크엘프 침공로,20~41,45905,정예 다크 엘프 패잔병,30,270,__GOLD__,아데나(골드),재화,골드,,KEW,,0.8,80%,50,400
던전,dg_309,다크엘프 침공로,20~41,45906,고대의 다크 엘프 패잔병,31,279,a_20103,라스타바드 로브,방어구,갑옷,AC-4,W,"안전+4, MPR5",0.005,0.5%,1,1
던전,dg_309,다크엘프 침공로,20~41,45906,고대의 다크 엘프 패잔병,31,279,__GOLD__,아데나(골드),재화,골드,,KEW,,0.8,80%,50,400
던전,dg_309,다크엘프 침공로,20~41,45908,다크 엘프 패잔병 Lv37,37,370,a_20105,라스타바드 체인 메일,방어구,갑옷,AC-6,K,안전+4,0.006,0.6%,1,1
던전,dg_309,다크엘프 침공로,20~41,45908,다크 엘프 패잔병 Lv37,37,370,__GOLD__,아데나(골드),재화,골드,,KEW,,0.8,80%,50,400
던전,dg_309,다크엘프 침공로,20~41,45909,암흑의 다크 엘프 패잔병,34,340,__GOLD__,아데나(골드),재화,골드,,KEW,,0.8,80%,50,400
던전,dg_309,다크엘프 침공로,20~41,45350,수송 다크 엘프,33,420,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,184,302
던전,dg_309,다크엘프 침공로,20~41,45311,두더지,20,150,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,73,129
던전,dg_309,다크엘프 침공로,20~41,45214,상급 두더지,21,200,,(드롭 없음),,,,,,,,,
던전,dg_309,다크엘프 침공로,20~41,45258,미들 오움,26,230,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,118,198
던전,dg_309,다크엘프 침공로,20~41,45340,헤비 오움,32,400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,173,285
던전,dg_309,다크엘프 침공로,20~41,46015,상급 미들 오움,32,450,,(드롭 없음),,,,,,,,,
던전,dg_309,다크엘프 침공로,20~41,46016,상급 헤비 오움,41,950,,(드롭 없음),,,,,,,,,
던전,dg_309,다크엘프 침공로,20~41,45299,플레이트 웜,30,400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,153,254
던전,dg_309,다크엘프 침공로,20~41,46017,상급 플레이트 웜,32,350,,(드롭 없음),,,,,,,,,
던전,dg_309,다크엘프 침공로,20~41,45246,딜로,25,120,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,109,186
던전,dg_309,다크엘프 침공로,20~41,45328,상급 딜로,32,350,,(드롭 없음),,,,,,,,,
던전,dg_310,어둠의 숲 지하,22~48,45982,어둠 숲지기,47,400,,(드롭 없음),,,,,,,,,
던전,dg_310,어둠의 숲 지하,22~48,45347,다크 포레스터,32,500,a_20196,다크 포레스터의 부츠,방어구,부츠,AC-2,KE,"안전+4, HP30",0.005,0.5%,1,1
던전,dg_310,어둠의 숲 지하,22~48,45326,상급 다크 포레스터,33,450,a_20196,다크 포레스터의 부츠,방어구,부츠,AC-2,KE,"안전+4, HP30",0.005,0.5%,1,1
던전,dg_310,어둠의 숲 지하,22~48,45326,상급 다크 포레스터,33,450,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,173,285
던전,dg_310,어둠의 숲 지하,22~48,45275,블랙 엔트,28,500,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,135,225
던전,dg_310,어둠의 숲 지하,22~48,45989,상급 블랙 엔트,47,1500,,(드롭 없음),,,,,,,,,
던전,dg_310,어둠의 숲 지하,22~48,45273,딥 플라워,28,500,,(드롭 없음),,,,,,,,,
던전,dg_310,어둠의 숲 지하,22~48,45978,상급 딥 플라워,45,1300,,(드롭 없음),,,,,,,,,
던전,dg_310,어둠의 숲 지하,22~48,45309,블랙 티거,28,560,,(드롭 없음),,,,,,,,,
던전,dg_310,어둠의 숲 지하,22~48,45219,다이어 뱃,22,250,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,87,150
던전,dg_310,어둠의 숲 지하,22~48,45237,다이어 울프,24,120,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,102,173
던전,dg_310,어둠의 숲 지하,22~48,45252,다이어 베어,26,300,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,118,198
던전,dg_310,어둠의 숲 지하,22~48,45323,비스트 서머너,30,600,a_20123,비스트 서머너의 로브,방어구,갑옷,AC-4,W,"안전+4, HP10, MPR5",0.005,0.5%,1,1
던전,dg_310,어둠의 숲 지하,22~48,45323,비스트 서머너,30,600,a_20258,비스트 서머너의 목걸이,방어구,목걸이,AC0,W,"안전+0, WIS-1",0.001,0.1%,1,1
던전,dg_310,어둠의 숲 지하,22~48,45368,상급 비스트 서머너,35,383,a_20123,비스트 서머너의 로브,방어구,갑옷,AC-4,W,"안전+4, HP10, MPR5",0.005,0.5%,1,1
던전,dg_310,어둠의 숲 지하,22~48,45368,상급 비스트 서머너,35,383,a_20258,비스트 서머너의 목걸이,방어구,목걸이,AC0,W,"안전+0, WIS-1",0.001,0.1%,1,1
던전,dg_310,어둠의 숲 지하,22~48,45414,다크 엘프 비스트 테이머,40,600,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,265,429
던전,dg_310,어둠의 숲 지하,22~48,45980,라스타바드 조련사,47,400,,(드롭 없음),,,,,,,,,
던전,dg_310,어둠의 숲 지하,22~48,45911,다크 엘리멘탈,29,290,__GOLD__,아데나(골드),재화,골드,,KEW,,0.8,80%,50,200
던전,dg_310,어둠의 숲 지하,22~48,45271,그레이터 다크 엘리멘탈,28,270,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,135,225
던전,dg_310,어둠의 숲 지하,22~48,45910,상급 그레이터 다크 엘리멘탈,31,310,__GOLD__,아데나(골드),재화,골드,,KEW,,0.8,80%,50,300
던전,dg_310,어둠의 숲 지하,22~48,45988,정예 그레이터 다크 엘리멘탈,47,900,,(드롭 없음),,,,,,,,,
던전,dg_310,어둠의 숲 지하,22~48,45907,다크 엘리멘탈리스트,33,297,,(드롭 없음),,,,,,,,,
던전,dg_310,어둠의 숲 지하,22~48,45991,정예 다크 엘리멘탈리스트,48,500,,(드롭 없음),,,,,,,,,
던전,dg_310,어둠의 숲 지하,22~48,45363,상급 다크 엘리멘탈리스트,35,450,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,205,336
던전,dg_258,부패의 신전,12~55,46027,부패한 좀비,12,120,,(드롭 없음),,,,,,,,,
던전,dg_258,부패의 신전,12~55,46028,상급 부패한 좀비,22,120,,(드롭 없음),,,,,,,,,
던전,dg_258,부패의 신전,12~55,46029,부패한 해골 궁수,18,200,,(드롭 없음),,,,,,,,,
던전,dg_258,부패의 신전,12~55,46030,부패한 해골 도끼 병,20,220,,(드롭 없음),,,,,,,,,
던전,dg_258,부패의 신전,12~55,46031,부패한 해골 창병,22,250,,(드롭 없음),,,,,,,,,
던전,dg_258,부패의 신전,12~55,46032,부패한 좀비 창병,24,250,,(드롭 없음),,,,,,,,,
던전,dg_258,부패의 신전,12~55,46033,부패한 좀비 마법사,24,250,,(드롭 없음),,,,,,,,,
던전,dg_258,부패의 신전,12~55,46034,부패한 좀비 장군,32,300,,(드롭 없음),,,,,,,,,
던전,dg_258,부패의 신전,12~55,46035,부패한 좀비로드,35,2500,,(드롭 없음),,,,,,,,,
던전,dg_258,부패의 신전,12~55,46036,부패한 해골 기사,55,9250,,(드롭 없음),,,,,,,,,
던전,dg_400,무덤,45~56,45498,무덤 가디언,45,1000,,(드롭 없음),,,,,,,,,
던전,dg_400,무덤,45~56,45530,무덤 가디언 메이지,48,1500,,(드롭 없음),,,,,,,,,
던전,dg_400,무덤,45~56,45537,무덤 가디언 나이트,50,2000,,(드롭 없음),,,,,,,,,
던전,dg_400,무덤,45~56,45603,거대한 무덤 가디언,56,5000,,(드롭 없음),,,,,,,,,
던전,dg_534,라스타바드,26~58,45265,다크 엘프,27,350,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,126,212
던전,dg_534,라스타바드,26~58,45364,상급 다크 엘프,35,350,,(드롭 없음),,,,,,,,,
던전,dg_534,라스타바드,26~58,45220,다크 엘프 시프,28,500,a_20224,라스타바드 라운드 실드,방어구,방패,AC-2,KE,안전+4,0.0005,0.05%,1,1
던전,dg_534,라스타바드,26~58,45220,다크 엘프 시프,28,500,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,87,150
던전,dg_534,라스타바드,26~58,45254,다크 엘프 가드,36,240,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,118,198
던전,dg_534,라스타바드,26~58,45287,상급 다크 엘프 가드,40,800,a_20224,라스타바드 라운드 실드,방어구,방패,AC-2,KE,안전+4,0.0005,0.05%,1,1
던전,dg_534,라스타바드,26~58,45287,상급 다크 엘프 가드,40,800,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,153,254
던전,dg_534,라스타바드,26~58,45256,다크 엘프 어 프렌 티스,26,180,a_20103,라스타바드 로브,방어구,갑옷,AC-4,W,"안전+4, MPR5",0.005,0.5%,1,1
던전,dg_534,라스타바드,26~58,45397,다크 엘프 레인저,38,500,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,241,390
던전,dg_534,라스타바드,26~58,45398,다크 엘프 솔저,38,500,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,241,390
던전,dg_534,라스타바드,26~58,45405,블랙 위자드,32,380,a_20121,블랙 위자드의 로브,방어구,갑옷,AC-4,W,"안전+4, MP10, MPR5",0.005,0.5%,1,1
던전,dg_534,라스타바드,26~58,45405,블랙 위자드,32,380,a_20257,블랙 위자드의 목걸이,방어구,목걸이,AC0,W,"안전+0, CON-1, INT2",0.0001,0.01%,1,1
던전,dg_534,라스타바드,26~58,46018,상급 블랙 위자드,39,600,a_20121,블랙 위자드의 로브,방어구,갑옷,AC-4,W,"안전+4, MP10, MPR5",0.005,0.5%,1,1
던전,dg_534,라스타바드,26~58,46018,상급 블랙 위자드,39,600,a_20257,블랙 위자드의 목걸이,방어구,목걸이,AC0,W,"안전+0, CON-1, INT2",0.0001,0.01%,1,1
던전,dg_534,라스타바드,26~58,46182,정예 블랙 위자드,58,1177,a_20121,블랙 위자드의 로브,방어구,갑옷,AC-4,W,"안전+4, MP10, MPR5",0.005,0.5%,1,1
던전,dg_534,라스타바드,26~58,46182,정예 블랙 위자드,58,1177,a_20257,블랙 위자드의 목걸이,방어구,목걸이,AC0,W,"안전+0, CON-1, INT2",0.0001,0.01%,1,1
던전,dg_534,라스타바드,26~58,46182,정예 블랙 위자드,58,1177,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_534,라스타바드,26~58,45992,라스타바드 근위대,48,600,,(드롭 없음),,,,,,,,,
던전,dg_534,라스타바드,26~58,46014,상급 라스타바드 근위대,55,3500,a_20103,라스타바드 로브,방어구,갑옷,AC-4,W,"안전+4, MPR5",0.005,0.5%,1,1
던전,dg_532,라스타바드 성역,43~52,46047,다크 엘프 제너럴,43,900,__GOLD__,아데나(골드),재화,골드,,KEW,,0.8,80%,50,400
던전,dg_532,라스타바드 성역,43~52,45994,장로 수행원,49,1000,a_20067,신관의 망토,방어구,망토,AC-2,EW,"안전+4, HP10, MPR3, Lv40~",0.007,0.7%,1,1
던전,dg_532,라스타바드 성역,43~52,45994,장로 수행원,49,1000,a_20233,신관의 마력서,방어구,방패,AC-3,W,"안전+6, MP50, MPR3, Lv40~",0.005,0.5%,1,1
던전,dg_532,라스타바드 성역,43~52,45995,장로 수행원,49,1000,a_20067,신관의 망토,방어구,망토,AC-2,EW,"안전+4, HP10, MPR3, Lv40~",0.007,0.7%,1,1
던전,dg_532,라스타바드 성역,43~52,45995,장로 수행원,49,1000,a_20233,신관의 마력서,방어구,방패,AC-3,W,"안전+6, MP50, MPR3, Lv40~",0.005,0.5%,1,1
던전,dg_532,라스타바드 성역,43~52,45998,상급 장로 수행원,50,1000,a_20233,신관의 마력서,방어구,방패,AC-3,W,"안전+6, MP50, MPR3, Lv40~",0.005,0.5%,1,1
던전,dg_532,라스타바드 성역,43~52,45999,상급 장로 수행원,50,1200,a_20067,신관의 망토,방어구,망토,AC-2,EW,"안전+4, HP10, MPR3, Lv40~",0.007,0.7%,1,1
던전,dg_532,라스타바드 성역,43~52,45999,상급 장로 수행원,50,1200,a_20233,신관의 마력서,방어구,방패,AC-3,W,"안전+6, MP50, MPR3, Lv40~",0.005,0.5%,1,1
던전,dg_532,라스타바드 성역,43~52,46003,정예 장로 수행원,51,1300,a_20067,신관의 망토,방어구,망토,AC-2,EW,"안전+4, HP10, MPR3, Lv40~",0.007,0.7%,1,1
던전,dg_532,라스타바드 성역,43~52,46003,정예 장로 수행원,51,1300,a_20233,신관의 마력서,방어구,방패,AC-3,W,"안전+6, MP50, MPR3, Lv40~",0.005,0.5%,1,1
던전,dg_532,라스타바드 성역,43~52,46007,고대의 장로 수행원,52,1500,a_20103,라스타바드 로브,방어구,갑옷,AC-4,W,"안전+4, MPR5",0.005,0.5%,1,1
던전,dg_532,라스타바드 성역,43~52,46007,고대의 장로 수행원,52,1500,a_20233,신관의 마력서,방어구,방패,AC-3,W,"안전+6, MP50, MPR3, Lv40~",0.005,0.5%,1,1
던전,dg_532,라스타바드 성역,43~52,46008,어둠의 군주,52,1500,a_20176,신관의 장갑,방어구,장갑,AC0,EW,"안전+6, HP5, MPR1, Lv40~",0.005,0.5%,1,1
던전,dg_532,라스타바드 성역,43~52,46009,핏빛 기사,52,1800,a_20201,무관의 부츠,방어구,부츠,AC-2,K,"안전+6, HP20, Lv40~",0.005,0.5%,1,1
던전,dg_532,라스타바드 성역,43~52,46001,어둠의 복수 자,50,1600,a_20113,무관의 갑옷,방어구,갑옷,AC-4,K,"안전+6, HP50, HPR10, Lv40~",0.005,0.5%,1,1
던전,dg_420,지저 세계,30~44,45297,지저 크랩 맨,30,420,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,153,254
던전,dg_420,지저 세계,30~44,45360,지저 대왕 벌레,34,400,a_20319,정신의 벨트,방어구,벨트,AC0,KEW,"안전+0, MP50, Lv30~",0.01,1%,1,1
던전,dg_420,지저 세계,30~44,45360,지저 대왕 벌레,34,400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,194,318
던전,dg_420,지저 세계,30~44,45374,지저 리자드 맨,35,480,a_20289,심연의 반지,방어구,반지,AC0,KEW,"안전+0, MPR1, 수면내성8",0.01,1%,1,1
던전,dg_420,지저 세계,30~44,45374,지저 리자드 맨,35,480,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,205,336
던전,dg_420,지저 세계,30~44,45382,지저 전갈 미스틱,36,400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,217,353
던전,dg_420,지저 세계,30~44,45383,지저 전갈 파이 탄,36,400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,217,353
던전,dg_420,지저 세계,30~44,45422,지저 대왕 거북,40,2400,a_20289,심연의 반지,방어구,반지,AC0,KEW,"안전+0, MPR1, 수면내성8",0.01,1%,1,1
던전,dg_420,지저 세계,30~44,45422,지저 대왕 거북,40,2400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,3000,10000
던전,dg_420,지저 세계,30~44,45423,지저 비홀더,40,1000,a_20289,심연의 반지,방어구,반지,AC0,KEW,"안전+0, MPR1, 수면내성8",0.01,1%,1,1
던전,dg_420,지저 세계,30~44,45423,지저 비홀더,40,1000,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,265,429
던전,dg_420,지저 세계,30~44,45487,지저 일 렉카 둠,44,1800,a_20289,심연의 반지,방어구,반지,AC0,KEW,"안전+0, MPR1, 수면내성8",0.01,1%,1,1
던전,dg_420,지저 세계,30~44,45487,지저 일 렉카 둠,44,1800,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,319,513
던전,dg_666,악마의 신전,6~60,46187,베레스의 분신,60,1260,a_20204,베레스의 부츠,방어구,부츠,AC-2,KE,"안전+6, STR1",0.0001,0.01%,1,1
던전,dg_666,악마의 신전,6~60,46187,베레스의 분신,60,1260,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_666,악마의 신전,6~60,46177,엘더,55,1059,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_666,악마의 신전,6~60,99060,배신자 엘더,52,720,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,600,1800
던전,dg_666,악마의 신전,6~60,46178,키메라,55,1059,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_666,악마의 신전,6~60,45349,비홀더,33,450,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,184,302
던전,dg_666,악마의 신전,6~60,45064,임프 장로,6,100,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,15,38
던전,dg_244,오염된 숲,25~42,45770,오염 된 오크 마법사,25,230,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45790,오염 된 오크 궁수,35,380,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45791,오염 된 오크 도끼 병,37,400,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45792,오염 된 오크 전사,40,420,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45793,오염 된 오크 창병,42,450,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45789,오염 된 오크,35,380,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45771,오염 된 페어리,35,330,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45773,오염 된 엘프,35,380,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45774,오염 된 엔트,35,400,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45775,오염 된 딥 플라워,35,400,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45776,숲의 수호자,37,400,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45777,상급 숲의 수호자,40,450,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45778,오염 된 인간,35,380,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45779,상급 오염 된 인간,37,400,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45780,정예 오염 된 인간,40,420,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45781,정예 오염 된 인간,40,450,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45783,오염 된 어둠의 대 정령,37,380,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45784,오염 된 빛의 대 정령,37,380,,(드롭 없음),,,,,,,,,
던전,dg_244,오염된 숲,25~42,45785,오염 된 땅의 대 정령,37,380,a_20300,지령의 반지,방어구,반지,AC0,KEW,"안전+0, 땅저항30",0.001,0.1%,1,1
던전,dg_244,오염된 숲,25~42,45786,오염 된 불의 대 정령,37,380,a_20304,화령의 반지,방어구,반지,AC0,KEW,"안전+0, 불저항30",0.001,0.1%,1,1
던전,dg_244,오염된 숲,25~42,45787,오염 된 바람의 대 정령,37,380,a_20302,풍령의 반지,방어구,반지,AC0,KEW,"안전+0, 바람저항30",0.001,0.1%,1,1
던전,dg_244,오염된 숲,25~42,45788,오염 된 물의 대 정령,37,380,,(드롭 없음),,,,,,,,,
던전,dg_78,상아탑,13~55,46176,볼 라이트닝,55,1059,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_78,상아탑,13~55,45126,돌 골렘,13,150,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,37,72
던전,dg_78,상아탑,13~55,45134,돌 골렘,13,150,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,37,72
던전,dg_78,상아탑,13~55,45768,돌 골렘,13,350,,(드롭 없음),,,,,,,,,
